"가뭄","누적강수량","가조시간","평균기온","저수량","댐","총저수량"
"정상",435.2,14.6,21.7,20.17,"부안",50.3
"보통습윤",433.6,14.6,24.6,22.58,"김천부항",54.3
"보통습윤",1025.5,14.5,24.5,9.18,"구천",10.02
"보통습윤",1025.5,14.5,24.5,4.42,"연초",5.22
"정상",537.8,14.5,23.6,97.28,"남강",309.2
"정상",779.5,14.3,29.3,0.3,"영주",181.1
"정상",612,14.3,30.2,1382.94,"충주",2750
"정상",693.2,14.3,29.9,73.64,"보령",116.9
"정상",661.5,14.1,28.1,57.9,"장흥",191
"정상",875.3,14.2,27.8,113.18,"남강",309.2
"정상",731.3,14.2,30.2,30.86,"부안",50.3
"정상",788.8,14.4,29.5,51.09,"횡성",86.9
"정상",729.5,14.4,29.8,1643.45,"소양강",2900
"정상",610.6,14.3,30.2,1378.98,"충주",2750
"정상",657.5,14.1,29.7,6.08,"평림",10.26
"정상",705.5,14.2,30.8,9.85,"대곡",36.16
"정상",705.5,14.2,30.8,4.98,"대암",13.14
"정상",705.5,14.2,30.8,8.63,"사연",30.34
"정상",705.5,14.2,30.8,1.44,"선암",2.02
"정상",786.3,14.4,29.7,50.91,"횡성",86.9
"정상",730.8,14.2,30,30.8,"부안",50.3
"정상",674.6,14.2,28.8,226.74,"섬진강",466
"정상",691.9,14.2,29.1,73.42,"보령",116.9
"정상",717.9,14.2,27.5,487.61,"용담",815
"정상",778,14.3,29.2,0.29,"영주",181.1
"정상",596.2,14.2,31.2,11.33,"보현산",22.11
"정상",596.2,14.2,31.2,70.44,"영천",103.21
"보통습윤",1511.5,14.1,29.6,9.11,"구천",10.02
"보통습윤",1511.5,14.1,29.6,4.27,"연초",5.22
"정상",715.4,14.2,30.1,374.52,"합천",790
"정상",625.6,14.2,32.2,31.1,"군위",48.7
"심한습윤",806.8,14.2,30.5,29.17,"김천부항",54.3
"정상",668,14.3,30.9,903.67,"대청",1490
"정상",627.4,14.2,30.2,50.01,"밀양",73.6
"정상",875.3,14.1,28.6,110.88,"남강",309.2
"정상",661.5,14.1,28.4,57.62,"장흥",191
"정상",560.8,14.3,30.9,697.2,"안동",1248
"정상",560.8,14.3,30.9,367.06,"임하",595
"정상",560.8,14.2,32,697.2,"안동",1248
"정상",560.8,14.2,32,363.31,"임하",595
"정상",610.6,14.3,30.6,1375.03,"충주",2750
"정상",625.6,14.2,32.2,31.02,"군위",48.7
"정상",730.8,14.2,29.8,30.71,"부안",50.3
"정상",691.9,14.2,28.9,73.16,"보령",116.9
"정상",717.9,14.2,28.3,486.57,"용담",815
"정상",778,14.3,29.8,0.29,"영주",181.1
"정상",661.5,14.1,27.4,57.45,"장흥",191
"정상",627.4,14.2,30.9,49.79,"밀양",73.6
"정상",668,14.2,31.6,901.47,"대청",1490
"정상",729.5,14.3,31,1642.06,"소양강",2900
"보통습윤",1511.5,14.1,29.6,9.08,"구천",10.02
"보통습윤",1511.5,14.1,29.6,4.25,"연초",5.22
"정상",786.3,14.3,30.6,50.78,"횡성",86.9
"정상",657.5,14.1,30.5,6.05,"평림",10.26
"정상",475.4,14,17.9,405.45,"용담",815
"정상",398.9,14,20.9,4.55,"평림",10.26
"정상",409,14,20,6.35,"대곡",36.16
"정상",409,14,20,4.85,"대암",13.14
"정상",409,14,20,6.63,"사연",30.34
"정상",409,14,20,1.46,"선암",2.02
"정상",440.7,14,19,142.96,"남강",309.2
"보통습윤",386.3,14.1,17,49.44,"보령",116.9
"심한습윤",365.7,14.1,21,24.68,"김천부항",54.3
"심한습윤",446.4,14.1,18.1,0.41,"영주",181.1
"보통습윤",832.4,14,20.7,9.37,"구천",10.02
"보통습윤",832.4,14,20.7,4.45,"연초",5.22
"보통습윤",386.7,14,20.4,304.68,"합천",790
"정상",340,14.1,18.7,1087.85,"충주",2750
"보통습윤",419.8,14,18.1,22.14,"부안",50.3
"정상",317.8,14.2,18.7,1578.34,"소양강",2900
"보통습윤",320.7,14,22.2,17.68,"군위",48.7
"보통습윤",348.3,14.1,19.7,591.35,"안동",1248
"보통습윤",348.3,14.1,19.7,345.35,"임하",595
"정상",346.7,14.1,20.4,1027.47,"대청",1490
"보통습윤",328.9,14,20.7,5.2,"보현산",22.11
"보통습윤",328.9,14,20.7,56.23,"영천",103.21
"정상",403.6,13.9,18.9,55.78,"장흥",191
"정상",402.4,14,18.8,245.58,"섬진강",466
"정상",351,14,20.7,30.38,"밀양",73.6
"정상",315,14.2,18.7,55.23,"횡성",86.9
"정상",317.8,14.2,22.2,1574.31,"소양강",2900
"보통습윤",348.3,14.1,23,591.68,"안동",1248
"보통습윤",348.3,14.1,23,345.54,"임하",595
"정상",346.5,14.1,24,1025.09,"대청",1490
"정상",340,14.1,22.4,1073.09,"충주",2750
"정상",409,14,23.5,6.28,"대곡",36.16
"정상",409,14,23.5,4.85,"대암",13.14
"정상",409,14,23.5,6.62,"사연",30.34
"정상",409,14,23.5,1.44,"선암",2.02
"정상",315,14.2,22.3,55.32,"횡성",86.9
"정상",475.7,14.1,20.9,406.14,"용담",815
"보통습윤",419.8,14.1,23.3,22.22,"부안",50.3
"정상",402.3,14,21.5,244.22,"섬진강",466
"심한습윤",365.7,14.1,23.1,24.68,"김천부항",54.3
"정상",403.6,14,20,55.89,"장흥",191
"정상",351,14,23.2,30.44,"밀양",73.6
"보통습윤",386.7,14,22.5,305.52,"합천",790
"보통습윤",328.9,14.1,24.1,5.22,"보현산",22.11
"보통습윤",328.9,14.1,24.1,56.23,"영천",103.21
"보통습윤",832.4,14,22,9.37,"구천",10.02
"보통습윤",832.4,14,22,4.44,"연초",5.22
"보통습윤",386.3,14.1,23.1,49.48,"보령",116.9
"심한습윤",446.4,14.1,21.8,0.41,"영주",181.1
"정상",398.9,14,23.9,4.56,"평림",10.26
"보통습윤",320.7,14.1,24.6,17.72,"군위",48.7
"정상",441,14,20.4,142.96,"남강",309.2
"정상",333.5,14.2,21.3,1572.52,"소양강",2900
"정상",346.9,14.1,25.3,1023.91,"대청",1490
"정상",442.1,14.5,21.4,301.78,"합천",790
"정상",417.2,14.5,21.2,177.19,"섬진강",466
"정상",506.4,14.5,19.6,397.22,"용담",815
"보통습윤",435.6,14.8,20.1,1533.1,"소양강",2900
"보통습윤",432.5,14.7,21.1,915.29,"충주",2750
"보통습윤",390.2,14.6,20.1,16.82,"군위",48.7
"심한습윤",499.4,14.8,19.9,61.41,"횡성",86.9
"정상",506.4,14.6,19.9,396.54,"용담",815
"정상",417.3,14.6,21.5,174.31,"섬진강",466
"정상",408.4,14.6,21.7,49.61,"보령",116.9
"보통습윤",492,14.7,18.2,0.27,"영주",181.1
"정상",442.1,14.6,21.7,301.37,"합천",790
"심한습윤",433,14.6,20.8,23.13,"김천부항",54.3
"보통습윤",387.9,14.7,19.1,560.3,"안동",1248
"보통습윤",387.9,14.7,19.1,311.76,"임하",595
"정상",421.8,14.5,22.8,4.25,"평림",10.26
"정상",490.7,14.5,19,3.93,"대곡",36.16
"정상",490.7,14.5,19,5.29,"대암",13.14
"정상",490.7,14.5,19,6.02,"사연",30.34
"정상",490.7,14.5,19,1.48,"선암",2.02
"정상",382.6,14.6,19.4,4.87,"보현산",22.11
"정상",382.6,14.6,19.4,47.37,"영천",103.21
"정상",410.4,14.5,21,30.33,"밀양",73.6
"정상",371.9,14.7,22.5,903.12,"대청",1490
"정상",428.6,14.5,21.3,51.61,"장흥",191
"심한습윤",1016.8,14.5,20.3,9.33,"구천",10.02
"심한습윤",1016.8,14.5,20.3,4.45,"연초",5.22
"정상",529.4,14.5,20.1,115.04,"남강",309.2
"정상",435.2,14.6,22.3,20.77,"부안",50.3
"보통습윤",387.9,14.7,18.8,558.17,"안동",1248
"보통습윤",387.9,14.7,18.8,309.63,"임하",595
"정상",371.9,14.7,21.8,896.52,"대청",1490
"정상",421.8,14.5,22.3,4.22,"평림",10.26
"정상",490.7,14.6,18.3,3.84,"대곡",36.16
"정상",490.7,14.6,18.3,5.25,"대암",13.14
"정상",490.7,14.6,18.3,5.97,"사연",30.34
"정상",490.7,14.6,18.3,1.49,"선암",2.02
"보통습윤",390.2,14.6,19.1,16.75,"군위",48.7
"심한습윤",502.4,14.8,18.8,60.64,"횡성",86.9
"정상",435.2,14.6,22.6,20.67,"부안",50.3
"정상",408.4,14.6,22.1,49.31,"보령",116.9
"보통습윤",492,14.7,18.3,0.27,"영주",181.1
"정상",428.6,14.5,21,51.29,"장흥",191
"정상",382.6,14.6,19,4.85,"보현산",22.11
"정상",382.6,14.6,19,46.98,"영천",103.21
"정상",410.4,14.6,20.1,30.24,"밀양",73.6
"정상",529.4,14.5,19.7,112.72,"남강",309.2
"정상",442.1,14.6,19.6,300.95,"합천",790
"보통습윤",432.5,14.7,20.7,910.39,"충주",2750
"심한습윤",1016.8,14.5,20.1,9.31,"구천",10.02
"심한습윤",1016.8,14.5,20.1,4.44,"연초",5.22
"보통습윤",433,14.8,23.8,1433.93,"소양강",2900
"정상",433,14.8,25.1,1425.62,"소양강",2900
"정상",431.4,14.7,24,870.86,"충주",2750
"정상",371.2,14.7,25.7,851.09,"대청",1490
"정상",434,14.5,25.1,4.07,"평림",10.26
"정상",495.3,14.6,23.5,3.24,"대곡",36.16
"정상",495.3,14.6,23.5,5.23,"대암",13.14
"정상",495.3,14.6,23.5,5.64,"사연",30.34
"정상",495.3,14.6,23.5,1.42,"선암",2.02
"정상",391.7,14.6,25.6,16.31,"군위",48.7
"정상",507.8,14.6,21.5,389.77,"용담",815
"정상",491.7,14.7,23.6,0.27,"영주",181.1
"보통습윤",433.6,14.6,25.2,22.5,"김천부항",54.3
"보통습윤",1025.5,14.5,24.1,9.15,"구천",10.02
"보통습윤",1025.5,14.5,24.1,4.42,"연초",5.22
"정상",537.8,14.5,22.6,94.7,"남강",309.2
"정상",448.6,14.6,23.6,296.85,"합천",790
"보통습윤",501.6,14.8,24.8,56.24,"횡성",86.9
"정상",387.9,14.7,24.9,541.01,"안동",1248
"정상",387.9,14.7,24.9,294.33,"임하",595
"정상",403.8,14.6,21.9,47.28,"보령",116.9
"정상",440,14.5,23,48.99,"장흥",191
"정상",384.1,14.6,24.2,4.72,"보현산",22.11
"정상",384.1,14.6,24.2,44.02,"영천",103.21
"정상",415,14.6,23.9,29.54,"밀양",73.6
"정상",435.2,14.6,23.3,20.1,"부안",50.3
"정상",417.3,14.6,22.7,151.22,"섬진강",466
"정상",387.9,14.7,24.9,538.33,"안동",1248
"정상",387.9,14.7,24.9,292.11,"임하",595
"보통습윤",501.6,14.8,24.2,55.83,"횡성",86.9
"정상",507.8,14.6,21.1,388.88,"용담",815
"정상",435.2,14.6,23.6,20.02,"부안",50.3
"정상",417.3,14.6,22.4,148.32,"섬진강",466
"정상",403.8,14.6,22.3,46.98,"보령",116.9
"정상",440,14.5,23.3,48.68,"장흥",191
"정상",415,14.6,23.7,29.44,"밀양",73.6
"보통습윤",1026,14.5,22.9,9.12,"구천",10.02
"보통습윤",1026,14.5,22.9,4.41,"연초",5.22
"정상",371.2,14.7,25.1,844.18,"대청",1490
"정상",391.7,14.6,26.4,16.25,"군위",48.7
"보통습윤",433.6,14.6,26.2,22.4,"김천부항",54.3
"정상",433,14.8,24.7,1417.35,"소양강",2900
"정상",434,14.5,24.6,4.04,"평림",10.26
"정상",537.8,14.5,22.5,91.73,"남강",309.2
"정상",495.3,14.6,23.3,3.15,"대곡",36.16
"정상",495.3,14.6,23.3,5.17,"대암",13.14
"정상",495.3,14.6,23.3,5.6,"사연",30.34
"정상",495.3,14.6,23.3,1.43,"선암",2.02
"정상",448.6,14.6,24.2,296.04,"합천",790
"정상",491.7,14.7,24.2,0.26,"영주",181.1
"정상",384.1,14.6,25.1,4.7,"보현산",22.11
"정상",384.1,14.6,25.1,43.61,"영천",103.21
"정상",431.4,14.7,24.7,865.17,"충주",2750
"정상",507.8,14.6,22.4,387.98,"용담",815
"정상",596.2,14.2,31.3,11.3,"보현산",22.11
"정상",596.2,14.2,31.3,69.03,"영천",103.21
"정상",674.6,14.2,29.4,223.78,"섬진강",466
"정상",705.5,14.1,30.7,9.85,"대곡",36.16
"정상",705.5,14.1,30.7,5.01,"대암",13.14
"정상",705.5,14.1,30.7,8.46,"사연",30.34
"정상",705.5,14.1,30.7,1.42,"선암",2.02
"정상",875.3,14.1,28.8,108.37,"남강",309.2
"정상",715.4,14.2,30.4,374.36,"합천",790
"심한습윤",806.8,14.2,30.8,29.1,"김천부항",54.3
"정상",730.8,14.2,29.5,30.62,"부안",50.3
"정상",560.8,14.2,31.2,697.2,"안동",1248
"정상",560.8,14.2,31.2,359.79,"임하",595
"정상",668,14.2,31,898.71,"대청",1490
"정상",786.3,14.3,29.8,50.7,"횡성",86.9
"정상",875.3,14.1,29.4,105.88,"남강",309.2
"보통습윤",806.8,14.2,31.2,29.05,"김천부항",54.3
"정상",661.5,14.1,28.2,57.23,"장흥",191
"보통습윤",1511.5,14.1,29.9,9.05,"구천",10.02
"보통습윤",1511.5,14.1,29.9,4.23,"연초",5.22
"정상",715.4,14.1,31.2,373.89,"합천",790
"정상",657.5,14.1,30.2,6.02,"평림",10.26
"정상",625.6,14.2,32.3,30.96,"군위",48.7
"정상",729.5,14.3,30.3,1639.75,"소양강",2900
"정상",717.9,14.1,27.5,485.79,"용담",815
"정상",691.9,14.2,28.2,72.9,"보령",116.9
"정상",705.5,14.1,30.8,9.86,"대곡",36.16
"정상",705.5,14.1,30.8,5,"대암",13.14
"정상",705.5,14.1,30.8,8.28,"사연",30.34
"정상",705.5,14.1,30.8,1.45,"선암",2.02
"정상",596.2,14.2,31.8,11.27,"보현산",22.11
"정상",596.2,14.2,31.8,68.55,"영천",103.21
"정상",610.6,14.3,30.4,1369.78,"충주",2750
"정상",674.6,14.1,28.6,220.68,"섬진강",466
"정상",627.4,14.1,31.1,49.56,"밀양",73.6
"정상",778,14.2,30,0.28,"영주",181.1
"정상",729.5,14.3,29.9,1637.45,"소양강",2900
"정상",717.9,14.1,28,484.75,"용담",815
"정상",668,14.2,30.8,895.97,"대청",1490
"정상",705.5,14.1,31,9.86,"대곡",36.16
"정상",705.5,14.1,31,5,"대암",13.14
"정상",705.5,14.1,31,8.11,"사연",30.34
"정상",705.5,14.1,31,1.46,"선암",2.02
"정상",786.3,14.3,29.7,50.57,"횡성",86.9
"정상",674.6,14.1,29.1,217.58,"섬진강",466
"보통습윤",806.8,14.1,31.8,28.97,"김천부항",54.3
"정상",778,14.2,30,0.28,"영주",181.1
"정상",715.8,14.1,31.6,373.25,"합천",790
"정상",596.2,14.1,31.9,11.24,"보현산",22.11
"정상",596.2,14.1,31.9,68.07,"영천",103.21
"정상",627.4,14.1,32,49.34,"밀양",73.6
"정상",875.3,14.1,30.6,103.43,"남강",309.2
"정상",560.8,14.2,31.7,697.2,"안동",1248
"정상",560.8,14.2,31.7,356.09,"임하",595
"정상",610.6,14.2,29.9,1364.54,"충주",2750
"정상",691.9,14.2,28,72.63,"보령",116.9
"정상",661.5,14,28.9,56.84,"장흥",191
"정상",657.5,14.1,30.4,6,"평림",10.26
"정상",625.6,14.1,33.1,30.87,"군위",48.7
"정상",398.9,14,24.6,4.57,"평림",10.26
"정상",476.2,14.1,22.9,406.6,"용담",815
"정상",419.8,14.1,25.2,22.24,"부안",50.3
"정상",402.8,14.1,22.7,242.69,"섬진강",466
"보통습윤",386.4,14.1,23.3,49.48,"보령",116.9
"보통습윤",365.8,14.1,24,24.7,"김천부항",54.3
"보통습윤",446.9,14.2,20.4,0.39,"영주",181.1
"정상",328,14.2,21.5,55.5,"횡성",86.9
"정상",353.1,14.1,23,30.48,"밀양",73.6
"보통습윤",387.7,14.1,22.5,306.07,"합천",790
"보통습윤",364.5,14.2,22.8,1061.15,"충주",2750
"정상",403.6,14,21.3,55.95,"장흥",191
"정상",410.7,14.1,23.8,6.22,"대곡",36.16
"정상",410.7,14.1,23.8,4.88,"대암",13.14
"정상",410.7,14.1,23.8,6.6,"사연",30.34
"정상",410.7,14.1,23.8,1.48,"선암",2.02
"보통습윤",320.7,14.1,24.8,17.75,"군위",48.7
"보통습윤",328.9,14.1,25.1,56.14,"영천",103.21
"보통습윤",328.9,14.1,25.1,5.23,"보현산",22.11
"정상",444.3,14,21,142.45,"남강",309.2
"보통습윤",855.9,14,21.7,4.44,"연초",5.22
"보통습윤",855.9,14,21.7,9.36,"구천",10.02
"보통습윤",349.5,14.1,23.8,345.54,"임하",595
"보통습윤",349.5,14.1,23.8,591.02,"안동",1248
"보통습윤",374,14.2,24.3,1050.38,"충주",2750
"보통습윤",320.7,14.1,26.5,17.76,"군위",48.7
"정상",446.1,14.1,21.6,141.93,"남강",309.2
"정상",420.7,14.1,24.8,22.24,"부안",50.3
"정상",403.6,14,21.6,56.06,"장흥",191
"보통습윤",892.4,14,21.9,9.36,"구천",10.02
"보통습윤",892.4,14,21.9,4.45,"연초",5.22
"정상",346.9,14.2,26.3,1022.12,"대청",1490
"심한습윤",423.5,14.3,20.2,1611.33,"소양강",2900
"보통습윤",365.8,14.1,25.7,24.68,"김천부항",54.3
"보통습윤",328.9,14.1,26.4,5.23,"보현산",22.11
"보통습윤",328.9,14.1,26.4,55.95,"영천",103.21
"보통습윤",394.3,14.2,21.1,49.48,"보령",116.9
"보통습윤",447.4,14.2,23.9,0.38,"영주",181.1
"심한습윤",486.5,14.3,20.9,57.22,"횡성",86.9
"보통습윤",349.5,14.2,26.3,590.35,"안동",1248
"보통습윤",349.5,14.2,26.3,345.54,"임하",595
"정상",353.1,14.1,24.5,30.53,"밀양",73.6
"정상",476.2,14.1,23.4,406.83,"용담",815
"정상",402.8,14.1,23.1,241,"섬진강",466
"정상",410.7,14.1,24.7,6.15,"대곡",36.16
"정상",410.7,14.1,24.7,4.96,"대암",13.14
"정상",410.7,14.1,24.7,6.59,"사연",30.34
"정상",410.7,14.1,24.7,1.5,"선암",2.02
"정상",398.9,14.1,24.4,4.58,"평림",10.26
"보통습윤",387.9,14.1,23.9,306.63,"합천",790
"심한습윤",440.8,14.3,13.7,1757.23,"소양강",2900
"정상",399.4,14.1,20.7,4.59,"평림",10.26
"정상",417.3,14.1,15.1,6.1,"대곡",36.16
"정상",417.3,14.1,15.1,4.96,"대암",13.14
"정상",417.3,14.1,15.1,6.59,"사연",30.34
"정상",417.3,14.1,15.1,1.5,"선암",2.02
"심한습윤",510.8,14.3,12.9,72.32,"횡성",86.9
"정상",447.5,14.1,21.2,140.91,"남강",309.2
"정상",506.4,14.6,18.1,395.63,"용담",815
"정상",417.3,14.6,20.5,171.42,"섬진강",466
"심한습윤",433,14.6,19.9,23.05,"김천부항",54.3
"보통습윤",435.6,14.8,19.6,1516.94,"소양강",2900
"보통습윤",432.5,14.7,21,905.02,"충주",2750
"정상",387.9,14.7,18.5,555.74,"안동",1248
"정상",387.9,14.7,18.5,307.52,"임하",595
"정상",529.4,14.5,19.3,110.19,"남강",309.2
"정상",506.4,14.6,18.8,394.95,"용담",815
"정상",435.2,14.6,21.6,20.56,"부안",50.3
"정상",417.3,14.6,20.8,168.55,"섬진강",466
"심한습윤",433,14.6,20.2,22.97,"김천부항",54.3
"정상",382.6,14.6,18,4.84,"보현산",22.11
"정상",382.6,14.6,18,46.51,"영천",103.21
"심한습윤",1016.8,14.5,19.3,9.28,"구천",10.02
"심한습윤",1016.8,14.5,19.3,4.44,"연초",5.22
"정상",410.4,14.6,20.8,30.14,"밀양",73.6
"정상",371.9,14.7,22.3,889.94,"대청",1490
"보통습윤",390.2,14.6,18.7,16.69,"군위",48.7
"보통습윤",492,14.7,17.7,0.27,"영주",181.1
"심한습윤",502.4,14.8,20.5,59.87,"횡성",86.9
"보통습윤",435.5,14.8,21.2,1500.05,"소양강",2900
"정상",428.6,14.5,19.8,50.92,"장흥",191
"정상",442.1,14.6,19.4,300.4,"합천",790
"정상",490.7,14.6,17.2,3.75,"대곡",36.16
"정상",490.7,14.6,17.2,5.25,"대암",13.14
"정상",490.7,14.6,17.2,5.93,"사연",30.34
"정상",490.7,14.6,17.2,1.49,"선암",2.02
"정상",421.8,14.5,22.4,4.2,"평림",10.26
"정상",408.2,14.6,20.5,49.01,"보령",116.9
"보통습윤",435.5,14.8,22.3,1483.3,"소양강",2900
"정상",387.9,14.7,20.6,553.32,"안동",1248
"정상",387.9,14.7,20.6,305.24,"임하",595
"정상",371.9,14.7,23.3,883.4,"대청",1490
"정상",420.8,14.5,23.1,4.2,"평림",10.26
"정상",490.7,14.6,20.3,3.66,"대곡",36.16
"정상",490.7,14.6,20.3,5.29,"대암",13.14
"정상",490.7,14.6,20.3,5.89,"사연",30.34
"정상",490.7,14.6,20.3,1.49,"선암",2.02
"심한습윤",502.4,14.8,21.5,59.06,"횡성",86.9
"정상",408.2,14.6,20.5,48.7,"보령",116.9
"보통습윤",433,14.6,21.5,22.88,"김천부항",54.3
"정상",427.7,14.5,20.6,50.6,"장흥",191
"정상",410.4,14.6,21.8,30.04,"밀양",73.6
"보통습윤",1016.8,14.5,21.1,9.26,"구천",10.02
"보통습윤",1016.8,14.5,21.1,4.43,"연초",5.22
"정상",442.1,14.6,21.1,299.99,"합천",790
"정상",529.4,14.5,20.4,107.69,"남강",309.2
"보통습윤",390.2,14.6,21.9,16.63,"군위",48.7
"정상",434.2,14.6,21.7,20.46,"부안",50.3
"보통습윤",432.5,14.7,21.8,899.19,"충주",2750
"정상",431.4,14.7,25.1,859.51,"충주",2750
"정상",387.9,14.7,26.7,535.65,"안동",1248
"정상",387.9,14.7,26.7,289.91,"임하",595
"정상",537.8,14.5,25,89,"남강",309.2
"정상",435.2,14.6,23.9,19.95,"부안",50.3
"정상",403.8,14.6,22.2,46.68,"보령",116.9
"정상",491.7,14.7,25.7,0.26,"영주",181.1
"정상",433.6,14.6,27.3,22.31,"김천부항",54.3
"정상",440,14.5,25.4,48.37,"장흥",191
"정상",384.1,14.6,27.6,4.68,"보현산",22.11
"정상",384.1,14.6,27.6,43.15,"영천",103.21
"정상",448.6,14.6,26.5,295.36,"합천",790
"보통습윤",1026,14.5,26.1,9.09,"구천",10.02
"보통습윤",1026,14.5,26.1,4.41,"연초",5.22
"보통습윤",501.6,14.8,25.8,55.46,"횡성",86.9
"정상",417.3,14.6,24,145.44,"섬진강",466
"정상",495.3,14.6,26.7,3.06,"대곡",36.16
"정상",495.3,14.6,26.7,5.17,"대암",13.14
"정상",495.3,14.6,26.7,5.54,"사연",30.34
"정상",495.3,14.6,26.7,1.44,"선암",2.02
"정상",434,14.5,26.4,4.02,"평림",10.26
"정상",391.7,14.6,28.6,16.18,"군위",48.7
"정상",371.2,14.7,26.3,837.83,"대청",1490
"정상",415,14.6,26.8,29.35,"밀양",73.6
"정상",433,14.8,26.4,1408.71,"소양강",2900
"정상",358.4,14.7,27.3,832.04,"대청",1490
"정상",411.5,14.5,27,4,"평림",10.26
"정상",482.6,14.6,26.4,2.98,"대곡",36.16
"정상",482.6,14.6,26.4,5.16,"대암",13.14
"정상",482.6,14.6,26.4,5.47,"사연",30.34
"정상",482.6,14.6,26.4,1.41,"선암",2.02
"정상",380.7,14.6,28.2,16.11,"군위",48.7
"보통습윤",489.6,14.8,25.6,55.05,"횡성",86.9
"정상",482.8,14.6,23.7,387.09,"용담",815
"정상",406.7,14.6,25.2,19.89,"부안",50.3
"정상",398.3,14.6,24.2,142.49,"섬진강",466
"정상",374.1,14.6,26.8,4.66,"보현산",22.11
"정상",374.1,14.6,26.8,42.79,"영천",103.21
"정상",402.9,14.6,27.2,29.22,"밀양",73.6
"보통습윤",1007,14.5,25.2,9.06,"구천",10.02
"보통습윤",1007,14.5,25.2,4.4,"연초",5.22
"정상",525,14.5,24.6,86.11,"남강",309.2
"정상",418.7,14.7,25.4,852.46,"충주",2750
"정상",422,14.5,24.3,47.96,"장흥",191
"정상",386,14.6,23.9,46.42,"보령",116.9
"정상",436.1,14.6,26.5,294.55,"합천",790
"정상",421.7,14.6,27.4,22.23,"김천부항",54.3
"정상",479.7,14.7,25.5,0.26,"영주",181.1
"정상",380,14.7,26.2,532.99,"안동",1248
"정상",380,14.7,26.2,287.54,"임하",595
"정상",419.7,14.8,26.5,1400.52,"소양강",2900
"정상",484.3,14.6,23.2,386.64,"용담",815
"정상",478.3,14.7,23.1,850.58,"충주",2750
"보통습윤",1511.5,14.1,31,9.02,"구천",10.02
"보통습윤",1511.5,14.1,31,4.21,"연초",5.22
"정상",730.8,14.1,29,30.51,"부안",50.3
"정상",729.5,14.3,30.7,1635.14,"소양강",2900
"정상",560.8,14.2,31.7,697.2,"안동",1248
"정상",560.8,14.2,31.7,352.42,"임하",595
"정상",610.6,14.2,30.5,1358.66,"충주",2750
"정상",625.7,14.1,32.4,30.79,"군위",48.7
"정상",657.5,14.1,31,5.96,"평림",10.26
"정상",705.5,14.1,29.6,9.86,"대곡",36.16
"정상",705.5,14.1,29.6,5.03,"대암",13.14
"정상",705.5,14.1,29.6,7.94,"사연",30.34
"정상",705.5,14.1,29.6,1.47,"선암",2.02
"정상",875.7,14.1,30,100.99,"남강",309.2
"정상",730.8,14.1,29.1,30.39,"부안",50.3
"정상",674.6,14.1,29.5,214.2,"섬진강",466
"정상",691.9,14.1,28.3,72.37,"보령",116.9
"정상",717.9,14.1,28.1,483.71,"용담",815
"정상",661.5,14,30.5,56.28,"장흥",191
"정상",596.2,14.1,31.1,11.21,"보현산",22.11
"정상",596.2,14.1,31.1,67.6,"영천",103.21
"정상",630.4,14.1,30.8,49.11,"밀양",73.6
"정상",668,14.2,31.2,893.77,"대청",1490
"보통습윤",806.8,14.1,32.5,28.9,"김천부항",54.3
"보통습윤",1511.5,14,31.5,8.99,"구천",10.02
"보통습윤",1511.5,14,31.5,4.19,"연초",5.22
"정상",778,14.2,29.7,0.28,"영주",181.1
"정상",715.8,14.1,31.6,372.77,"합천",790
"정상",786.3,14.2,31,50.44,"횡성",86.9
"정상",611.6,14.2,29.3,1352.8,"충주",2750
"정상",786.3,14.2,30.9,50.31,"횡성",86.9
"정상",730.8,14.1,29.2,30.31,"부안",50.3
