"가뭄","누적강수량","가조시간","평균기온","저수량","댐"
"보통습윤",978.2,12.9,26.1,34.69,"군위"
"보통습윤",1023,12.9,27,35.58,"군위"
"보통습윤",1023,12.8,24.1,34.41,"군위"
"보통습윤",1027,12.8,19.9,33.19,"군위"
"보통습윤",1045.3,12.8,19.5,32.52,"군위"
"보통습윤",1079.7,12.7,23.4,35.87,"군위"
"보통습윤",1077.7,12.7,25.4,36.61,"군위"
"보통습윤",1078.9,12.7,23.9,36.77,"군위"
"보통습윤",1077.5,12.6,23.3,36.82,"군위"
"보통습윤",1070.8,12.6,21.7,36.82,"군위"
"보통습윤",1074.6,12.5,19.9,36.79,"군위"
"보통습윤",1074.6,12.5,20.9,36.73,"군위"
"보통습윤",1074.6,12.5,22.5,36.63,"군위"
"보통습윤",1074.6,12.4,22.9,36.52,"군위"
"보통습윤",1075.9,12.4,21.7,36.43,"군위"
"보통습윤",1077.6,12.3,21.5,36.34,"군위"
"보통습윤",1079.5,12.3,20.5,36.23,"군위"
"보통습윤",1079.5,12.3,20.5,36.12,"군위"
"정상",228.6,12,5.5,13.22,"군위"
"정상",229.1,12,9.1,13.23,"군위"
"정상",252.1,12.1,8.1,13.67,"군위"
"정상",252.1,12.1,5.2,14.11,"군위"
"정상",264.1,12.2,1.7,14.31,"군위"
"정상",264.3,12.2,6,14.47,"군위"
"보통습윤",264.3,12.2,7.9,14.73,"군위"
"정상",264.3,12.3,11.7,14.92,"군위"
"정상",264.3,12.3,13.9,15.04,"군위"
"정상",264.3,12.4,15.3,15.11,"군위"
"정상",264.3,12.4,16.3,15.16,"군위"
"정상",210.3,12.4,18.2,15.17,"군위"
"정상",210.3,12.5,15.1,15.19,"군위"
"정상",210.3,12.5,12.9,15.19,"군위"
"정상",210.3,12.5,15.2,15.17,"군위"
"정상",210.3,12.6,17.5,15.14,"군위"
"정상",207.8,12.6,19.7,15.13,"군위"
"정상",189.8,12.7,20.2,15.13,"군위"
"정상",208.3,12.7,10.5,15.14,"군위"
"정상",216.3,12.7,8.2,15.19,"군위"
"정상",235.7,12.8,9.5,15.92,"군위"
"정상",229.2,12.8,6.2,16.35,"군위"
"정상",229.2,12.8,8.9,16.54,"군위"
"정상",229.2,12.9,13.5,16.63,"군위"
"정상",229.2,12.9,15.5,16.71,"군위"
"정상",230.7,12.9,19,16.75,"군위"
"정상",230.7,13,16.4,16.79,"군위"
"정상",203.7,13,12.8,16.82,"군위"
"정상",222.2,13.1,10.5,16.88,"군위"
"정상",222.2,13.1,12.8,17,"군위"
"정상",222,13.1,12.2,17.08,"군위"
"정상",222,13.2,14.6,17.11,"군위"
"정상",222,13.2,16.9,17.11,"군위"
"정상",222,13.2,19.2,17.11,"군위"
"정상",222,13.3,21.5,17.11,"군위"
"정상",222,13.3,21.8,17.08,"군위"
"정상",222,13.3,16.1,17.07,"군위"
"정상",260,13.4,10.4,17.05,"군위"
"정상",269,13.4,11.2,17.18,"군위"
"정상",269,13.4,13.2,17.29,"군위"
"정상",269,13.5,16.4,17.35,"군위"
"정상",269,13.5,17.4,17.38,"군위"
"정상",269,13.6,17.8,17.4,"군위"
"정상",269,13.6,19,17.4,"군위"
"정상",269,13.6,21,17.37,"군위"
"정상",269,13.6,20.1,17.37,"군위"
"정상",276.5,13.7,15.1,17.37,"군위"
"정상",276.7,13.7,14.1,17.35,"군위"
"정상",276.7,13.7,16.1,17.32,"군위"
"정상",276.7,13.8,19.9,17.32,"군위"
"정상",287.2,13.8,16.2,17.32,"군위"
"정상",306.7,13.8,15.5,17.37,"군위"
"보통습윤",306.7,13.9,14.3,17.46,"군위"
"보통습윤",306.7,13.9,12.9,17.51,"군위"
"정상",306.7,13.9,17.6,17.53,"군위"
"정상",306.7,13.9,19.7,17.54,"군위"
"보통습윤",315.7,14,17.7,17.57,"군위"
"보통습윤",320.7,14,20.6,17.62,"군위"
"보통습윤",320.7,14,22.2,17.68,"군위"
"보통습윤",320.7,14.1,24.6,17.72,"군위"
"보통습윤",320.7,14.1,24.8,17.75,"군위"
"보통습윤",320.7,14.1,26.5,17.76,"군위"
"보통습윤",324.7,14.1,16.9,17.78,"군위"
"보통습윤",324.7,14.2,14.4,17.78,"군위"
"보통습윤",324.7,14.2,14.4,17.75,"군위"
"보통습윤",324.7,14.2,15.2,17.75,"군위"
"보통습윤",330.7,14.2,18.5,17.72,"군위"
"보통습윤",352.7,14.3,20.1,17.73,"군위"
"보통습윤",352.7,14.3,21.2,17.73,"군위"
"보통습윤",352.6,14.3,22.8,17.73,"군위"
"보통습윤",352.6,14.3,22.5,17.73,"군위"
"보통습윤",352.6,14.3,22.2,17.72,"군위"
"보통습윤",352.6,14.4,22.8,17.68,"군위"
"보통습윤",352.6,14.4,23.9,17.67,"군위"
"보통습윤",368.6,14.4,21.9,17.65,"군위"
"보통습윤",368.6,14.4,21.8,17.64,"군위"
"보통습윤",368.6,14.4,24.3,17.59,"군위"
"보통습윤",368.6,14.5,26.8,17.54,"군위"
"보통습윤",368.6,14.5,25.2,17.48,"군위"
"보통습윤",368.6,14.5,25.3,17.41,"군위"
"보통습윤",368.7,14.5,22.6,17.37,"군위"
"보통습윤",368.7,14.5,24.6,17.3,"군위"
"보통습윤",368.7,14.5,27,17.24,"군위"
"보통습윤",368.7,14.5,25.6,17.18,"군위"
"보통습윤",368.7,14.5,20.2,17.1,"군위"
"보통습윤",369.2,14.5,18.7,17.05,"군위"
"보통습윤",390.2,14.6,17,17,"군위"
"보통습윤",390.2,14.6,19.1,16.94,"군위"
"보통습윤",390.2,14.6,20.3,16.88,"군위"
"보통습윤",390.2,14.6,20.1,16.82,"군위"
"보통습윤",390.2,14.6,19.1,16.75,"군위"
"보통습윤",390.2,14.6,18.7,16.69,"군위"
"보통습윤",390.2,14.6,21.9,16.63,"군위"
"정상",390.2,14.6,25.4,16.57,"군위"
"정상",391.7,14.6,22.4,16.51,"군위"
"정상",391.7,14.6,24.7,16.44,"군위"
"정상",391.7,14.6,25.4,16.38,"군위"
"정상",391.7,14.6,25.6,16.31,"군위"
"정상",391.7,14.6,26.4,16.25,"군위"
"정상",391.7,14.6,28.6,16.18,"군위"
"정상",380.7,14.6,28.2,16.11,"군위"
"정상",381.2,14.6,26,16.05,"군위"
"정상",402,10.7,1.5,20.93,"군위"
"정상",400.8,10.7,2.6,20.88,"군위"
"정상",400.5,10.7,5.3,20.81,"군위"
"정상",386.9,10.8,3.5,20.76,"군위"
"정상",378,10.8,4.8,20.7,"군위"
"정상",378,10.8,5.4,20.64,"군위"
"정상",378,10.9,7.3,20.57,"군위"
"정상",364.4,10.9,0.4,20.52,"군위"
"정상",363.6,10.9,-3.6,20.45,"군위"
"정상",363.6,11,-4.3,20.4,"군위"
"정상",363.4,11,-0.8,20.34,"군위"
"정상",362.1,11,2.4,20.28,"군위"
"정상",361.1,11.1,-2.2,20.21,"군위"
"정상",361.1,11.1,1.2,20.14,"군위"
"정상",330.2,11.1,-0.4,20.09,"군위"
"정상",330.2,11.2,-2.3,20.02,"군위"
"정상",303.9,11.2,0.5,19.97,"군위"
"정상",234.9,11.3,5,19.92,"군위"
"정상",227.3,11.3,6.8,19.84,"군위"
"정상",221.3,11.3,6.3,19.8,"군위"
"정상",200.4,11.4,7,19.73,"군위"
"약한가뭄",185.2,11.4,9.9,19.67,"군위"
"약한가뭄",144.5,11.4,6.2,19.62,"군위"
"약한가뭄",143.3,11.5,7.7,19.57,"군위"
"약한가뭄",139.5,11.5,8.8,19.48,"군위"
"약한가뭄",139.5,11.6,6.9,19.43,"군위"
"약한가뭄",139.1,11.6,4,19.38,"군위"
"약한가뭄",134.3,11.6,5.2,19.33,"군위"
"약한가뭄",134.3,11.7,8.1,19.27,"군위"
"약한가뭄",134.3,11.7,9.1,19.2,"군위"
"약한가뭄",134.3,11.7,10.5,19.15,"군위"
"약한가뭄",134.3,11.8,12.5,19.1,"군위"
"약한가뭄",134.3,11.8,14.7,19.03,"군위"
"약한가뭄",136.4,11.9,15.1,18.98,"군위"
"약한가뭄",136.4,11.9,10.8,18.95,"군위"
"약한가뭄",136.4,11.9,11.7,18.92,"군위"
"약한가뭄",136.4,12,14.4,18.85,"군위"
"정상",142.5,12,8.8,18.82,"군위"
"정상",146.9,12,6.1,18.79,"군위"
"정상",151.1,12.1,4.9,18.75,"군위"
"정상",151.1,12.1,6.6,18.74,"군위"
"정상",151.1,12.2,8.3,18.7,"군위"
"정상",142.1,12.2,8.7,18.67,"군위"
"정상",142.1,12.2,6.8,18.64,"군위"
"정상",142.1,12.3,9.1,18.59,"군위"
"정상",143.7,12.3,13.5,18.55,"군위"
"정상",154.2,12.4,14.7,18.54,"군위"
"정상",154.2,12.4,13.1,18.56,"군위"
"정상",154.2,12.4,9,18.54,"군위"
"정상",154.2,12.5,10.8,18.56,"군위"
"정상",142.9,12.5,14.8,18.54,"군위"
"정상",143,12.5,10.5,18.5,"군위"
"정상",135.7,12.6,8.8,18.44,"군위"
"정상",135.7,12.6,10.2,18.32,"군위"
"정상",135.7,12.7,11.3,18.2,"군위"
"정상",135.7,12.7,13.2,18.09,"군위"
"정상",135.7,12.7,14.4,17.98,"군위"
"정상",135.7,12.8,16,17.88,"군위"
"정상",138.1,12.8,14.4,17.77,"군위"
"정상",138.1,12.8,15.7,17.7,"군위"
"정상",138.1,12.9,18.6,17.62,"군위"
"정상",138.1,12.9,19.5,17.54,"군위"
"약한가뭄",137.9,12.9,20.3,17.46,"군위"
"보통가뭄",114.8,13,22.5,17.38,"군위"
"보통가뭄",104.2,13,12.2,17.3,"군위"
"보통가뭄",103.6,13.1,10.9,17.23,"군위"
"보통가뭄",103.6,13.1,12.1,17.15,"군위"
"심한가뭄",93.1,13.1,13.5,17.07,"군위"
"심한가뭄",80.3,13.2,15.6,16.99,"군위"
"심한가뭄",80.3,13.2,18.1,16.91,"군위"
"심한가뭄",80.3,13.2,18.4,16.82,"군위"
"심한가뭄",80.3,13.3,18.2,16.74,"군위"
"정상",186.3,13.6,10.8,21.71,"군위"
"정상",185.4,13.6,14.6,22.17,"군위"
"보통습윤",185.4,13.6,17.9,22.32,"군위"
"정상",185.4,13.7,19,22.37,"군위"
"정상",185.4,13.7,19.3,22.37,"군위"
"정상",185.4,13.7,20.3,22.35,"군위"
"정상",185.4,13.8,21.6,22.32,"군위"
"정상",185.4,13.8,15.1,22.23,"군위"
"정상",185.4,13.8,15.6,22.16,"군위"
"정상",185,13.9,17.8,22.05,"군위"
"정상",169.5,13.9,20.1,21.91,"군위"
"정상",169.5,13.9,21.1,21.79,"군위"
"정상",169.5,13.9,21.6,21.64,"군위"
"정상",169,14,18.5,21.5,"군위"
"정상",168.5,14,19.6,21.36,"군위"
"정상",168.5,14,22.8,21.26,"군위"
"정상",168.5,14.1,22.7,21.15,"군위"
"약한가뭄",168.5,14.1,23.2,21.07,"군위"
"약한가뭄",168.3,14.1,22.5,20.96,"군위"
"정상",184.3,14.1,18.1,20.93,"군위"
"정상",186.8,14.2,19.6,20.86,"군위"
"정상",187,14.2,18.8,20.77,"군위"
"정상",187,14.2,18.6,20.69,"군위"
"정상",187,14.2,21.4,20.6,"군위"
"정상",187,14.3,23.2,20.52,"군위"
"정상",187,14.3,25.5,20.43,"군위"
"정상",186.9,14.3,25.9,20.33,"군위"
"정상",186.9,14.3,25.5,20.23,"군위"
"정상",192.4,14.3,21,20.16,"군위"
"정상",192.4,14.4,19.5,20.07,"군위"
"정상",192.4,14.4,22.5,19.99,"군위"
"정상",192.4,14.4,23.2,19.9,"군위"
"정상",193.9,14.4,19.9,19.8,"군위"
"정상",193.9,14.4,21.3,19.72,"군위"
"정상",193.9,14.5,23.2,19.63,"군위"
"정상",193.9,14.5,25.4,19.53,"군위"
"약한가뭄",191.4,14.5,27.1,19.43,"군위"
"약한가뭄",177.4,14.5,27.4,19.35,"군위"
"약한가뭄",181.9,14.5,24.3,19.27,"군위"
"약한가뭄",187.9,14.5,18.5,19.22,"군위"
"약한가뭄",187.9,14.5,21.1,19.15,"군위"
"약한가뭄",187.9,14.5,18.6,19.05,"군위"
"약한가뭄",187.9,14.5,19,18.97,"군위"
"약한가뭄",187.9,14.6,19.4,18.89,"군위"
"약한가뭄",184.9,14.6,21.1,18.79,"군위"
"약한가뭄",184.9,14.6,22.9,18.7,"군위"
"약한가뭄",184.9,14.6,20.2,18.61,"군위"
"약한가뭄",201.7,14.6,21.3,18.52,"군위"
"약한가뭄",201.7,14.6,20.8,18.43,"군위"
"약한가뭄",199.9,14.6,24,18.36,"군위"
"약한가뭄",199.9,14.6,24.1,18.26,"군위"
"약한가뭄",199.9,14.6,24.6,18.18,"군위"
"약한가뭄",199.9,14.6,26.8,18.09,"군위"
"약한가뭄",217.9,14.6,25.5,18.01,"군위"
"약한가뭄",217.9,14.6,21.5,17.91,"군위"
"약한가뭄",217.9,14.6,21.5,17.81,"군위"
"약한가뭄",216.4,14.6,23.1,17.72,"군위"
"약한가뭄",216.4,14.6,25,17.64,"군위"
"정상",276.4,14.6,19.7,17.61,"군위"
"정상",291.4,14.6,24.4,17.67,"군위"
"정상",298.4,14.6,23.6,17.72,"군위"
"정상",330.9,14.6,21.5,17.83,"군위"
"정상",330.9,14.6,25.7,18.39,"군위"
"정상",330.9,14.6,24.3,18.49,"군위"
"정상",330.9,14.6,25.2,18.52,"군위"
"정상",330.9,14.6,24.8,18.52,"군위"
"정상",330.9,14.5,26.4,18.46,"군위"
"정상",330.9,14.5,26.4,18.38,"군위"
"정상",330.9,14.5,24,18.3,"군위"
"정상",330.9,14.5,22.9,18.22,"군위"
"정상",330.9,14.5,22.3,18.12,"군위"
"정상",330.9,14.5,21.6,18.02,"군위"
"정상",350.9,14.5,21.4,17.94,"군위"
"정상",352.9,14.4,24.4,17.86,"군위"
"정상",352.9,14.4,25.3,17.76,"군위"
"정상",349.4,14.4,24.4,17.67,"군위"
"정상",349.4,14.4,24.6,17.57,"군위"
"정상",354.9,14.4,23.2,17.46,"군위"
"정상",474.4,13.7,29.8,21.03,"군위"
"정상",474.4,13.7,28.8,20.93,"군위"
"정상",474.4,13.7,29.7,20.81,"군위"
"정상",474.4,13.7,30,20.72,"군위"
"정상",474.4,13.6,29.4,20.6,"군위"
"약한가뭄",474.7,13.6,29.1,20.5,"군위"
"약한가뭄",484.7,13.5,27.3,20.4,"군위"
"약한가뭄",485,13.5,28.7,20.29,"군위"
"약한가뭄",485,13.5,28.9,20.19,"군위"
"약한가뭄",485.1,13.5,28.5,20.07,"군위"
"약한가뭄",485.1,13.4,26.9,19.97,"군위"
"약한가뭄",465.6,13.4,26.9,19.87,"군위"
"약한가뭄",482.1,13.4,26,19.77,"군위"
"정상",554.1,13.3,26.2,19.97,"군위"
"정상",554.1,13.3,26.4,20.02,"군위"
"정상",554.1,13.2,23.4,20.02,"군위"
"정상",554.1,13.2,24.8,19.95,"군위"
"정상",554.1,13.2,25.4,19.89,"군위"
"정상",575.1,13.1,22.5,19.82,"군위"
"정상",576.9,13.1,23.6,19.73,"군위"
"정상",577,13.1,23.3,19.65,"군위"
"약한가뭄",577,13,24.5,19.55,"군위"
"약한가뭄",577,13,23.9,19.45,"군위"
"약한가뭄",577,13,21.9,19.33,"군위"
"약한가뭄",580,12.9,20.8,19.28,"군위"
"정상",609.5,12.9,21.6,19.27,"군위"
"정상",615.5,12.9,24.1,19.27,"군위"
"정상",621,12.8,25.5,19.32,"군위"
"정상",621,12.8,26.7,19.55,"군위"
"정상",627,12.8,27.1,19.6,"군위"
"정상",626.8,12.7,26,19.62,"군위"
"정상",631.3,12.7,26.8,19.63,"군위"
"정상",631.3,12.6,27.4,19.62,"군위"
"정상",623.8,12.6,25.3,19.57,"군위"
"정상",632.3,12.6,20.2,19.55,"군위"
"정상",631.8,12.5,21.5,19.5,"군위"
"정상",631.8,12.5,23,19.45,"군위"
"정상",631.8,12.5,23.9,19.38,"군위"
"정상",630.8,12.4,21.9,19.33,"군위"
"정상",630.8,12.4,21,19.28,"군위"
"정상",630.8,12.3,22.5,19.22,"군위"
"정상",630.8,12.3,20.9,19.15,"군위"
"약한가뭄",630.8,12.3,19.8,19.08,"군위"
"정상",673.3,12.2,18.5,19.1,"군위"
"정상",745.8,12.2,18.1,20.67,"군위"
"정상",745.8,12.1,19.1,21.87,"군위"
"정상",745.3,12.1,19.1,22.05,"군위"
"정상",745.3,12.1,19,22.14,"군위"
"정상",745.3,12,21.6,22.16,"군위"
"정상",745.5,12,22.2,22.16,"군위"
"정상",745.8,12,23.2,22.16,"군위"
"정상",745.8,11.9,24.9,22.12,"군위"
"정상",741.3,11.9,23.6,22.09,"군위"
"정상",741.5,11.8,22.8,22.05,"군위"
"정상",846,11.8,21.8,23.93,"군위"
"정상",885.5,11.8,23.2,30.67,"군위"
"정상",885.5,11.7,22.1,31.36,"군위"
"정상",885.5,11.7,21.4,31.59,"군위"
"정상",885.5,11.7,17.5,31.69,"군위"
"정상",893,11.6,15.4,31.76,"군위"
"정상",892.8,11.6,18,31.78,"군위"
"정상",892.8,11.6,14.8,31.78,"군위"
"정상",873.8,11.5,16.4,31.78,"군위"
"정상",864.8,11.5,18.9,31.78,"군위"
"정상",864.8,11.4,19.2,31.76,"군위"
"정상",864.8,11.4,16,31.74,"군위"
"정상",864.8,11.4,16.6,31.71,"군위"
"정상",865.3,11.3,14.1,31.67,"군위"
"정상",865.3,11.3,13.5,31.63,"군위"
"정상",865.3,11.3,14,31.59,"군위"
"정상",867.8,11.2,14.7,31.57,"군위"
"정상",868.3,11.2,17.2,31.52,"군위"
"정상",868.3,11.1,15.6,31.48,"군위"
"정상",868.3,11.1,15.5,31.44,"군위"
"정상",868.3,11.1,16,31.4,"군위"
"정상",868.3,11,16.4,31.36,"군위"
"정상",862.8,11,17.9,31.31,"군위"
"정상",859.3,11,19.2,31.27,"군위"
"정상",859.1,10.9,15.5,31.21,"군위"
"정상",848.6,10.9,12.3,31.17,"군위"
"정상",848.6,10.9,11.6,31.1,"군위"
"심한가뭄",80.5,13.3,14.3,16.66,"군위"
"심한가뭄",80.5,13.4,19,16.57,"군위"
"심한가뭄",80.5,13.4,19.1,16.49,"군위"
"심한가뭄",80.5,13.4,22,16.41,"군위"
"심한가뭄",83,13.4,21.7,15.9,"군위"
"심한가뭄",103.3,13.5,18.3,15.87,"군위"
"심한가뭄",103.3,13.5,17.2,15.82,"군위"
"심한가뭄",103.3,13.6,15.7,15.77,"군위"
"보통가뭄",116.1,13.6,11.3,15.72,"군위"
"보통가뭄",116.1,13.6,14.5,15.66,"군위"
"보통가뭄",116.1,13.6,15.2,15.59,"군위"
"보통가뭄",117.3,13.7,13.1,15.52,"군위"
"보통가뭄",117.3,13.7,15.2,15.45,"군위"
"보통가뭄",117.3,13.7,19,15.38,"군위"
"보통가뭄",117.3,13.8,20,15.3,"군위"
"보통가뭄",117.3,13.8,21.2,15.22,"군위"
"보통가뭄",117.3,13.8,18.9,15.14,"군위"
"심한가뭄",117.3,13.9,16.4,15.06,"군위"
"심한가뭄",90.9,13.9,16.2,14.98,"군위"
"심한가뭄",90.9,13.9,16.5,14.89,"군위"
"심한가뭄",90.5,14,20.7,14.82,"군위"
"심한가뭄",90.5,14,20.2,14.73,"군위"
"심한가뭄",93.1,14,15.7,14.65,"군위"
"심한가뭄",93.1,14,17.9,14.56,"군위"
"심한가뭄",93.1,14.1,17.1,14.48,"군위"
"심한가뭄",93.1,14.1,18.5,14.39,"군위"
"심한가뭄",93.1,14.1,20.4,14.31,"군위"
"심한가뭄",93.1,14.1,23.3,14.22,"군위"
"심한가뭄",93.1,14.2,23,14.14,"군위"
"심한가뭄",93.1,14.2,22.8,14.07,"군위"
"정상",355.9,14.4,24.6,17.35,"군위"
"약한가뭄",355.9,14.3,25,17.26,"군위"
"정상",363.9,14.3,24.1,17.16,"군위"
"정상",373.9,14.3,24.2,17.05,"군위"
"정상",438.4,14.3,24.6,18.41,"군위"
"정상",459.9,14.3,25.7,21.35,"군위"
"정상",459.9,14.2,28.5,21.93,"군위"
"정상",460.2,14.2,29.5,22.05,"군위"
"정상",460.2,14.2,28.1,22.07,"군위"
"정상",461.7,14.2,27.5,22.1,"군위"
"정상",461.7,14.1,29.1,22.14,"군위"
"정상",466.2,14.1,28.1,22.14,"군위"
"정상",466.3,14.1,29.3,22.1,"군위"
"정상",466.3,14.1,29.4,22.03,"군위"
"정상",466.3,14,30.4,21.94,"군위"
"정상",466.3,14,31,21.86,"군위"
"정상",460.8,14,31.1,21.77,"군위"
"정상",460.8,14,31.6,21.68,"군위"
"정상",460.8,13.9,29.5,21.57,"군위"
"정상",454.8,13.9,30.3,21.47,"군위"
"정상",454.8,13.9,29.9,21.36,"군위"
"정상",467.8,13.8,26.3,21.26,"군위"
"정상",474.3,13.8,28.4,21.22,"군위"
"정상",474.4,13.8,28.7,21.12,"군위"
"정상",848.6,10.8,14.3,31.06,"군위"
"정상",808.6,10.8,13.5,31.02,"군위"
"정상",808.6,10.8,14.1,30.96,"군위"
"정상",808.5,10.7,15.3,30.9,"군위"
"정상",808.5,10.7,14.2,30.85,"군위"
"정상",808.5,10.7,14.6,30.79,"군위"
"정상",808.5,10.6,13.4,30.73,"군위"
"정상",808.5,10.6,12.4,30.64,"군위"
"정상",808.5,10.6,12.5,30.56,"군위"
"정상",808.5,10.5,13,30.48,"군위"
"정상",808.5,10.5,10.2,30.4,"군위"
"정상",808.5,10.5,9.4,30.31,"군위"
"정상",815.5,10.4,9.4,30.21,"군위"
"정상",815.8,10.4,12.4,30.15,"군위"
"정상",815.8,10.4,10.9,30.08,"군위"
"정상",815.8,10.4,9.7,29.98,"군위"
"정상",815.8,10.3,4.6,29.94,"군위"
"정상",815.8,10.3,7,29.86,"군위"
"정상",815.8,10.3,11.8,29.78,"군위"
"정상",815.8,10.2,10.5,29.67,"군위"
"정상",823.8,10.2,11,29.63,"군위"
"정상",449.7,14.6,25.8,21.1,"군위"
"정상",468.7,14.6,23.3,21.59,"군위"
"정상",468.7,14.6,25.7,21.77,"군위"
"정상",478.7,14.6,22.7,21.82,"군위"
"보통습윤",525.7,14.6,24.7,22.26,"군위"
"심한습윤",588.2,14.6,24.5,24.68,"군위"
"심한습윤",605.7,14.6,23.9,25.73,"군위"
"심한습윤",630.2,14.5,26.2,26.68,"군위"
"심한습윤",644.2,14.5,22.4,30.62,"군위"
"심한습윤",644.2,14.5,20.8,31.36,"군위"
"보통습윤",644.2,14.5,20.2,31.61,"군위"
"보통습윤",644.2,14.5,19.4,31.69,"군위"
"보통습윤",645.2,14.5,19.2,31.76,"군위"
"보통습윤",645.1,14.5,24.6,31.78,"군위"
"보통습윤",644.6,14.4,28.2,31.8,"군위"
"보통습윤",644.6,14.4,29.6,31.8,"군위"
"보통습윤",644.6,14.4,30.6,31.78,"군위"
"보통습윤",644.6,14.4,30.7,31.74,"군위"
"정상",644.6,14.4,31.3,31.69,"군위"
"정상",644.6,14.4,31.3,31.63,"군위"
"정상",635.1,14.3,30.9,31.57,"군위"
"정상",625.6,14.3,30.7,31.48,"군위"
"정상",625.6,14.3,31,31.42,"군위"
"정상",625.6,14.3,31.5,31.34,"군위"
"정상",625.6,14.3,31.1,31.27,"군위"
"정상",625.6,14.2,31.1,31.19,"군위"
"정상",625.6,14.2,32.2,31.1,"군위"
"정상",625.6,14.2,32.2,31.02,"군위"
"정상",625.6,14.2,32.3,30.96,"군위"
"정상",625.6,14.1,33.1,30.87,"군위"
"정상",625.7,14.1,32.4,30.79,"군위"
"정상",627.2,14.1,29.3,30.71,"군위"
"정상",627.2,14.1,30.3,30.62,"군위"
"정상",627.2,14,28.5,30.54,"군위"
"정상",627.2,14,29.2,30.46,"군위"
"정상",627.2,14,30.4,30.37,"군위"
"정상",627.2,14,30.8,30.25,"군위"
"정상",627.2,13.9,31,30.13,"군위"
"정상",627.2,13.9,32.3,30,"군위"
"정상",627.2,13.9,32.2,29.9,"군위"
"정상",627.2,13.8,30.4,29.78,"군위"
"정상",627.2,13.8,28.4,29.67,"군위"
"정상",627.2,13.8,29.1,29.55,"군위"
"정상",627.2,13.7,29.3,29.45,"군위"
"정상",712.7,13.7,25.9,29.39,"군위"
"정상",712.7,13.7,26.5,29.28,"군위"
"정상",716.2,13.6,27.7,29.18,"군위"
"정상",716,13.6,30.6,29.06,"군위"
"정상",716,13.6,30.7,28.96,"군위"
"정상",716.6,13.5,28.7,28.83,"군위"
"정상",720.6,13.5,26.2,28.75,"군위"
"정상",720.6,13.5,24.5,28.65,"군위"
"정상",720.6,13.4,23.8,28.53,"군위"
"정상",720.6,13.4,24.9,28.41,"군위"
"정상",720.6,13.4,26.3,28.31,"군위"
"정상",720.6,13.4,29.3,28.19,"군위"
"정상",720.6,13.3,29.4,28.07,"군위"
"정상",733.1,13.3,27.6,27.97,"군위"
"정상",739.1,13.2,29.2,27.93,"군위"
"정상",739.6,13.2,25.4,27.83,"군위"
"정상",866.7,13.2,20.8,28.09,"군위"
"정상",923.2,13.1,22.9,29.06,"군위"
"정상",930.7,13.1,25.7,29.28,"군위"
"정상",930.7,13.1,27.6,29.3,"군위"
"정상",930.8,13,27.7,29.3,"군위"
"정상",960.8,13,23.7,29.84,"군위"
"정상",936.3,13,23.2,30.15,"군위"
"정상",936.6,12.9,22.2,30.19,"군위"
"정상",947.6,12.9,23.4,30.19,"군위"
"정상",983.6,12.9,24.7,31.78,"군위"
"정상",968.1,12.8,25,32.1,"군위"
"정상",961.1,12.8,22.5,32.16,"군위"
"정상",965.1,12.7,22.8,32.16,"군위"
"정상",200.5,12.9,10.6,23.49,"군위"
"정상",200.5,13,13.6,23.45,"군위"
"정상",207.9,13,11.8,23.44,"군위"
"정상",207.9,13,15.1,23.45,"군위"
"정상",207.9,13.1,11.1,23.45,"군위"
"정상",207.9,13.1,11.9,23.45,"군위"
"정상",207.9,13.1,13.7,23.44,"군위"
"정상",207.9,13.2,13.5,23.4,"군위"
"정상",207.9,13.2,12.6,23.36,"군위"
"정상",207.9,13.2,16.6,23.33,"군위"
"정상",207.9,13.3,18.9,23.29,"군위"
"정상",207.9,13.3,19.9,23.24,"군위"
"정상",195.9,13.4,20.2,23.18,"군위"
"정상",195.9,13.4,15.8,23.13,"군위"
"정상",195.9,13.4,16.7,23.09,"군위"
"정상",195.9,13.5,14.4,23.04,"군위"
"정상",195.9,13.5,13.6,22.96,"군위"
"정상",195.9,13.5,15.8,22.91,"군위"
"정상",195.9,13.6,18.1,22.86,"군위"
"정상",195.9,13.6,18.3,22.78,"군위"
"정상",196,13.6,16.9,22.73,"군위"
"정상",199.7,13.6,12.1,22.68,"군위"
"정상",197.1,13.7,13.6,22.62,"군위"
"정상",197.1,13.7,16.5,22.57,"군위"
"정상",206,13.8,17,22.53,"군위"
"정상",207.2,13.8,18.5,22.48,"군위"
"정상",207.2,13.8,16.9,22.44,"군위"
"정상",207.2,13.8,18.1,22.39,"군위"
"정상",207.2,13.9,18.1,22.32,"군위"
"정상",207.2,13.9,19,22.26,"군위"
"정상",209,13.9,13.8,22.23,"군위"
"정상",210.3,14,15.1,22.25,"군위"
"정상",210.3,14,17.3,22.25,"군위"
"정상",210.3,14,20.4,22.23,"군위"
"정상",210.3,14,22,22.17,"군위"
"정상",219,14.1,19.9,22.14,"군위"
"정상",243.7,14.1,20.1,22.1,"군위"
"정상",255.1,14.1,14.4,22.21,"군위"
"정상",254.8,14.1,17.7,22.37,"군위"
"정상",254.8,14.2,22.5,22.41,"군위"
"정상",248,14.2,16.3,22.51,"군위"
"정상",248,14.2,17.6,22.84,"군위"
"정상",248,14.2,21,22.98,"군위"
"정상",246.6,14.3,23.6,23,"군위"
"정상",247.3,14.3,22.3,23,"군위"
"정상",247.3,14.3,18,22.93,"군위"
"정상",247.3,14.3,18,22.84,"군위"
